Curve_after_gate,Distance_first_part,Distance_second_part,Vel_first_part,Vel_second_part,Acc_first_part,Acc_second_part
1,11.589982013768639,13.694713059978746,75.89424175701613,74.23609256637162,1.305359150793039,1.5574983829346156
2,14.433069857380374,17.49668100986135,75.51811682834612,74.29504011874151,1.4955011280902577,1.723340215572281
3,10.597552780014931,18.0892696123965,74.1416520705677,72.70059373644635,1.2669637971165302,1.7091974404970858
4,7.115881119328267,19.960761277937554,70.63864608478167,68.65363011290312,1.52572240433108,1.5411284545585087
5,13.86316819466514,11.017181361653297,68.71443551262465,67.61682337268928,1.570696323618309,1.6405330098029975
6,17.01709946154062,14.742640825026754,64.57400654574445,62.771980249565196,1.8224819929482363,1.2853808252889545
7,18.410103879580262,12.266759162376939,61.89743057826225,60.03052403480727,1.6470877621543152,1.782854247873549
8,13.245554355897008,25.946599566418943,59.95540666059099,62.264224017443546,1.4531993160436645,1.5893817129607382
9,14.05007346122258,13.886434069145366,65.61170967050123,65.59551497838225,1.3555214698267457,1.997041322150381
10,11.795570050477314,18.11929098473887,65.64410411192318,65.85587192071235,1.229598195084956,1.594702715928324
11,12.596883337548622,13.246686410500649,66.89632276860168,66.29154822886187,1.6525789359915137,1.1973522929713523
12,15.826346374095307,14.682549074299661,66.59122030070381,66.52906132330959,1.7697486369698756,1.7851185451836042
13,15.997640957566043,14.375314982989538,66.11643140825328,65.20633429656318,1.3583968379741336,1.8696978678213185
14,9.953191620089907,22.220575587504232,64.5240356217246,65.04115382013468,1.3423021282540326,1.8458546495029784
15,12.40809639192776,8.327830378004293,66.04251284788207,64.57014819709066,1.0309219594499976,1.7123317780057385
16,15.903647606873067,20.87273460684745,63.61313629400056,63.314537990283256,1.5376033089538974,1.5737285697878756
17,10.41390640864066,10.484980949423147,64.18818552786573,63.51537310747864,0.9304900693388399,2.0299628133206076
18,17.911355126267452,21.639643206863383,62.91650932804012,62.970577829506205,1.1372284885783663,1.6193050673962444
19,7.928151784139079,13.204317262676708,63.74852703149166,64.20828539675274,0.7982887819417855,1.632528896985987
20,11.769691024613444,22.489768862164336,63.761887507655494,64.88938625342952,1.1168322679757947,1.3035107895945652
21,6.6376964098139,8.278700489018846,66.05841297295905,67.15108924044657,0.5177424368595966,1.8094806209636802
22,15.728493286843467,22.271474372321762,67.84488522063009,69.10642369022524,1.3453363934493214,1.6377051833934058
23,10.64516027044087,10.429588253595165,69.84823553471121,68.27889230857618,1.0813626713151534,1.8559263781164448
24,16.737631581992375,18.136512686292807,66.43778702646635,62.93451228645777,1.2656099203393318,1.465595893100185
25,13.408330372356064,10.136398782038542,59.12182007156271,56.22182721723547,0.8706419714621317,1.3026373895688161
26,15.651282082418897,18.682981349273216,52.30759050775204,48.378734389868605,1.259177636768254,1.2978038312884452
27,11.398127042111563,10.251121608964036,43.60730224514383,39.10510891990505,1.023096911641711,1.2216221169651453
