Curve_after_gate,Distance_first_part,Distance_second_part,Vel_first_part,Vel_second_part,Acc_first_part,Acc_second_part
1,11.566851313716937,12.666114320528408,72.52661999997844,71.51161576612837,0.9544103708891415,1.9571096155332557
2,14.133910925950886,18.510340600551185,72.13692811932984,71.07283852919502,1.2651382737773496,1.621016086495025
3,10.96991627686485,17.04583196992286,67.90760031068746,65.44552297966472,1.049561349514029,1.9038886278832077
4,6.922065499093568,21.684688624314038,66.2084649712928,65.97245815863333,1.076256413711858,1.6639357971079909
5,13.487557995606837,10.220958441239253,62.16689515503274,58.90912246442519,1.1647811519940223,1.9165551889311003
6,16.43245201765452,15.584285650187905,59.580222103836206,58.971516466877624,1.4475001896036914,1.4636871691352935
7,19.15874489225425,11.102233955268149,56.624609254176484,51.809826717413635,1.4167854958150214,1.5128108846708757
8,12.874482741705377,27.400106916446013,56.805964935903695,59.56295990636704,1.328708158010226,1.6758239666635075
9,13.517442553078364,13.036646841648349,61.48042770992568,61.189377912028284,1.256529497446636,1.8380627382736954
10,11.528817135832172,18.92624378717208,61.85422065575954,62.27984304662594,1.233470455233262,1.4834918478124988
11,13.075140256052457,12.628495017710334,61.0516165671474,57.83471938673435,1.3781994246135174,1.4542730378418023
12,15.199225445742737,15.705182585696718,60.29255931258877,61.193221393830754,1.7084893828116727,1.7845233291556533
13,15.958813823311626,14.342033412307762,59.114877238174685,57.83039521064985,1.2656312956706552,1.7094001425374523
14,9.526688559011799,23.286291663063647,60.915461211753815,64.86177842861605,1.577099572732643,1.864273399611132
15,12.168930421309087,8.338338018118355,63.82774472217903,61.959408210776424,0.9060082092471516,1.8667876099643335
16,15.88930051149772,20.85075440164245,61.66558774015388,62.190449425636444,1.3045691027200421,1.500027355655195
17,10.504135138906948,10.58128708051365,60.88776096607931,59.12647766043679,1.0064280942324706,1.9137412568321637
18,17.94592243282157,21.49725574084015,59.421840858804046,62.46691423117217,1.1127599705301334,1.6840141112855807
19,7.740555561307009,13.486322989600241,61.38657968694588,60.37636733897419,0.6320894987841744,1.6178768939042254
20,11.839982835613233,22.389449686186584,60.66481824030098,62.09771998677588,1.0533279789123575,1.3050147014940265
21,6.600146434929814,8.39328727930601,61.92282162264414,62.130819163131946,0.574957578153832,1.8476948804616067
22,15.94231198713051,21.75734812128784,63.69012963038393,66.49426257552605,1.2101897003685458,1.8444842127771246
23,10.74038533844886,10.997897966260988,67.00553898201352,66.52352611074512,1.2618562302181684,1.6730788719964786
24,17.111726683006818,17.297078805689726,66.0230066813104,62.92317768275155,1.1661223661045517,1.402822096325739
25,13.034451920691778,10.821741117437416,58.090647209035346,54.66488117782519,0.9392446865012849,1.4883018681347582
26,16.362061419686924,17.46584806959578,51.74256595037881,47.238513452112095,1.175071170563454,1.4372723574395394
27,11.19305925201811,10.677571263678807,42.547069585968714,38.69962017253482,0.8907685003124854,1.2803647449375524
