Curve_after_gate,Distance_first_part,Distance_second_part,Vel_first_part,Vel_second_part,Acc_first_part,Acc_second_part
1,14.831359480997232,17.263138159840846,31.37290205749296,37.52563813248585,1.2404791464428728,0.9573960798790117
2,18.096185306558397,16.091037222892755,41.78448699590898,47.41934665593941,1.1634207740110938,1.278739541543843
3,19.86152461430623,21.6643437033254,49.09609872481118,49.596704157142476,1.4483757495257836,1.3536933238186375
4,21.383977426826622,14.845714148039052,46.37281394649358,51.09708098867799,1.2408588271941328,1.3967210381630528
5,18.26820427304399,16.32493014091939,54.111873964929124,53.71174220374925,1.621636694414498,1.4480037572232647
6,21.350890086902442,19.117679003083264,48.11971214321958,50.48484061924417,1.2535366952859421,1.5154919866111154
7,16.328109631342706,21.252766525062473,53.435191182894066,52.83971125725634,1.812302283590566,1.4708602777282
8,16.33303303125551,21.813521826809755,54.32646990969167,62.75791481117965,1.0380735016507905,1.858702236106225
9,17.852898656413693,13.847597860190408,67.8181548940645,67.14932108499698,1.6740793171836386,1.443530674750955
10,16.15364875421532,16.7822024919017,64.63244027270898,65.24327225103583,1.3115405838440344,1.7475670080541525
11,14.108553730085793,19.503262130622055,62.6479692502994,58.68493846987034,1.1650500824312002,1.2659492650122155
12,17.10848838004029,16.642295518635507,58.24104440544546,58.5622737735656,1.0110427765877041,1.2199338324798354
13,13.248320855239097,15.780621871354542,57.87454255402018,56.00283742085797,1.5893584094202937,0.8609572624089373
14,22.579686036007537,18.18091499395748,55.08333584405655,56.159110369029385,1.069719975210014,1.4030585999449612
15,12.361781371667284,16.50401252871272,56.52261569590331,55.70793558712559,1.1818808823781992,0.925484133169874
16,21.364649384211365,18.106639722063488,56.22621185245332,58.67343792091254,1.0262799963285125,1.2816955890463466
17,16.43225719142691,23.152289442187275,61.9789948878764,61.120709920191025,1.4717128376212203,1.1080111597857762
18,22.133021914178066,23.422829092469613,59.452229725022306,61.514119180817254,1.2122315595407385,1.561049743183292
19,16.611689062002398,14.814542731056614,62.412582814498606,60.418460350795655,1.4387151623097694,1.3454347342934716
20,18.114945211704306,12.82988595586416,57.99076167155422,59.90050125070874,1.226352734386114,1.4889611123569952
