Curve_after_gate,Distance_first_part,Distance_second_part,Vel_first_part,Vel_second_part,Acc_first_part,Acc_second_part
1,14.220446482773115,18.275723421587866,34.40910049006889,39.872655271659006,1.1610038748342084,1.3059569457932807
2,18.18512092597705,15.662202429199588,44.734887384322114,50.21954545954707,1.0249822662930181,1.6274792557291122
3,18.301101207334785,23.721650534408337,52.64471904922604,55.34759094748522,1.4942560573580965,1.6800525328986762
4,21.440169915549713,14.238205330884078,54.00294594837268,57.827964774469365,1.0487137607828085,2.096268742029232
5,17.390490886096355,17.730941418573757,58.43012115413124,57.3756762392964,1.3314306899910913,1.8729743668533454
6,21.590116479285133,18.02943156576059,56.59562011886854,58.26115312976028,1.2539382225863769,1.8485962918464416
7,15.748372379209728,22.78041983987841,61.33763519558961,61.09302443053647,1.3258389564380946,2.1274948027164045
8,16.455445628811777,21.279455885661786,62.457276388982514,70.91126296654585,1.128486024903603,2.427311921730709
9,17.62447863127211,14.296040394884992,72.49086693181376,70.53669837592004,1.3763953747105198,2.1202051800763693
10,16.194089686928546,16.44842224466439,71.52660008504643,68.32958992549146,1.0640432004159421,2.1427430780420686
11,14.05731471000553,19.947065284921752,63.35694584794623,62.12394862507048,0.6793152152188675,1.4829427925867948
12,17.127855858778155,16.536050070795536,61.033141001421626,61.488746698697916,0.9504542502447058,1.4101890683535365
13,13.103296791307764,16.04885946596449,59.88632466931819,58.14803568755218,1.208786663546162,1.0875136263861331
14,22.646804209656622,18.154516578303454,58.044004473997454,59.17503123460995,1.0542749650204228,1.5074777276263946
15,12.32523511473417,16.570253312280318,58.99199496218809,58.906624089050545,0.8858090050771094,0.9681257497678262
16,21.340022400067546,18.05511002052265,60.17801568755749,63.06615870255222,0.9982282848978999,1.6897436884834385
17,16.381966299874634,23.02735652852691,64.14978714390405,64.16374529815613,0.9555290739129285,1.5205771280070774
18,22.21784843840004,23.5188491575304,64.57835549634711,67.78914945835491,1.0546854587013754,2.0178347182270535
19,16.48809394148648,14.571588894006787,65.85652473446122,65.53665607241197,0.8548049234219972,1.9897744563621016
20,18.135392983932224,13.071599408339772,65.89215075900306,68.4225501928576,0.9437041063244043,2.046390712467143
